x,y,vx,vy,paddle.y
635,275.9327728337616,15,2.315752376246905,88
650,278.2485252100085,15,2.315752376246905,88
665,280.5642775862554,15,2.315752376246905,105
680,282.8800299625023,15,2.315752376246905,124
695,285.1957823387492,15,2.315752376246905,141
710,287.5115347149961,15,2.315752376246905,146
725,289.827287091243,15,2.315752376246905,150
740,292.1430394674899,15,2.315752376246905,158
755,294.45879184373683,15,2.315752376246905,164
770,296.77454421998374,15,2.315752376246905,174
785,299.09029659623064,15,2.315752376246905,179
800,301.40604897247755,15,2.315752376246905,185
815,303.72180134872445,15,2.315752376246905,188
830,306.03755372497136,15,2.315752376246905,191
845,308.35330610121827,15,2.315752376246905,197
860,310.66905847746517,15,2.315752376246905,202
875,312.9848108537121,15,2.315752376246905,208
890,315.300563229959,15,2.315752376246905,213
905,317.6163156062059,15,2.315752376246905,216
920,319.9320679824528,15,2.315752376246905,219
935,322.2478203586997,15,2.315752376246905,221
950,324.5635727349466,15,2.315752376246905,223
965,326.8793251111935,15,2.315752376246905,225
980,329.1950774874404,15,2.315752376246905,225
995,331.5108298636873,15,2.315752376246905,225
1010,333.8265822399342,15,2.315752376246905,225
1025,336.14233461618113,15,2.315752376246905,225
1040,338.45808699242804,15,2.315752376246905,225
1055,340.77383936867494,15,2.315752376246905,225
1070,343.08959174492185,15,2.315752376246905,225
1085,345.40534412116875,15,2.315752376246905,225
1100,347.72109649741566,15,2.315752376246905,225
1115,350.03684887366256,15,2.315752376246905,225
1130,352.35260124990947,15,2.315752376246905,225
1145,354.6683536261564,15,2.315752376246905,225
1160,356.9841060024033,15,2.315752376246905,225
1175,359.2998583786502,15,2.315752376246905,225
1190,361.6156107548971,15,2.315752376246905,225
1205,363.931363131144,15,2.315752376246905,225
1220,366.2471155073909,15,2.315752376246905,225
1235,368.5628678836378,15,2.315752376246905,225
1250,370.8786202598847,15,2.315752376246905,225
1265,373.1943726361316,15,2.315752376246905,225
1280,375.5101250123785,15,2.315752376246905,225
1295,377.82587738862543,15,2.315752376246905,225
1310,380.14162976487233,15,2.315752376246905,225
1325,382.45738214111924,15,2.315752376246905,225
1325,382.45738214111924,-15,2.315752376246905,225
1310,384.77313451736615,-15,2.315752376246905,225
1295,387.08888689361305,-15,2.315752376246905,225
1280,389.40463926985996,-15,2.315752376246905,225
1265,391.72039164610686,-15,2.315752376246905,225
1250,394.03614402235377,-15,2.315752376246905,225
1235,396.3518963986007,-15,2.315752376246905,225
1220,398.6676487748476,-15,2.315752376246905,225
1205,400.9834011510945,-15,2.315752376246905,225
1190,403.2991535273414,-15,2.315752376246905,225
1175,405.6149059035883,-15,2.315752376246905,225
1160,407.9306582798352,-15,2.315752376246905,225
1145,410.2464106560821,-15,2.315752376246905,225
1130,412.562163032329,-15,2.315752376246905,225
1115,414.8779154085759,-15,2.315752376246905,225
1100,417.1936677848228,-15,2.315752376246905,225
1085,419.5094201610697,-15,2.315752376246905,225
1070,421.82517253731663,-15,2.315752376246905,225
1055,424.14092491356354,-15,2.315752376246905,225
1040,426.45667728981044,-15,2.315752376246905,225
1025,428.77242966605735,-15,2.315752376246905,225
1010,431.08818204230425,-15,2.315752376246905,225
995,433.40393441855116,-15,2.315752376246905,225
980,435.71968679479806,-15,2.315752376246905,225
965,438.03543917104497,-15,2.315752376246905,225
950,440.3511915472919,-15,2.315752376246905,225
935,442.6669439235388,-15,2.315752376246905,225
920,444.9826962997857,-15,2.315752376246905,225
905,447.2984486760326,-15,2.315752376246905,225
890,449.6142010522795,-15,2.315752376246905,225
875,451.9299534285264,-15,2.315752376246905,225
860,454.2457058047733,-15,2.315752376246905,225
845,456.5614581810202,-15,2.315752376246905,225
830,458.8772105572671,-15,2.315752376246905,225
815,461.192962933514,-15,2.315752376246905,225
800,463.50871530976093,-15,2.315752376246905,225
785,465.82446768600784,-15,2.315752376246905,225
770,468.14022006225474,-15,2.315752376246905,225
755,470.45597243850165,-15,2.315752376246905,225
740,472.77172481474855,-15,2.315752376246905,225
725,475.08747719099546,-15,2.315752376246905,225
710,477.40322956724236,-15,2.315752376246905,225
695,479.71898194348927,-15,2.315752376246905,225
680,482.0347343197362,-15,2.315752376246905,225
665,484.3504866959831,-15,2.315752376246905,233
650,486.66623907223,-15,2.315752376246905,255
635,488.9819914484769,-15,2.315752376246905,265
620,491.2977438247238,-15,2.315752376246905,273
605,493.6134962009707,-15,2.315752376246905,280
590,495.9292485772176,-15,2.315752376246905,293
575,498.2450009534645,-15,2.315752376246905,314
560,500.5607533297114,-15,2.315752376246905,326
545,502.8765057059583,-15,2.315752376246905,339
530,505.1922580822052,-15,2.315752376246905,347
515,507.50801045845213,-15,2.315752376246905,355
500,509.82376283469904,-15,2.315752376246905,361
485,512.1395152109459,-15,2.315752376246905,369
470,514.4552675871928,-15,2.315752376246905,372
455,516.7710199634397,-15,2.315752376246905,376
440,519.0867723396866,-15,2.315752376246905,379
425,521.4025247159335,-15,2.315752376246905,385
410,523.7182770921804,-15,2.315752376246905,389
395,526.0340294684273,-15,2.315752376246905,396
380,528.3497818446742,-15,2.315752376246905,400
365,530.6655342209211,-15,2.315752376246905,403
350,532.981286597168,-15,2.315752376246905,407
335,535.2970389734149,-15,2.315752376246905,411
320,537.6127913496618,-15,2.315752376246905,414
305,539.9285437259088,-15,2.315752376246905,416
290,542.2442961021557,-15,2.315752376246905,419
275,544.5600484784026,-15,2.315752376246905,421
260,546.8758008546495,-15,2.315752376246905,423
245,549.1915532308964,-15,2.315752376246905,427
230,551.5073056071433,-15,2.315752376246905,430
215,553.8230579833902,-15,2.315752376246905,434
200,556.1388103596371,-15,2.315752376246905,441
185,558.454562735884,-15,2.315752376246905,445
170,560.7703151121309,-15,2.315752376246905,452
155,563.0860674883778,-15,2.315752376246905,455
140,565.4018198646247,-15,2.315752376246905,460
125,567.7175722408716,-15,2.315752376246905,463
110,570.0333246171185,-15,2.315752376246905,467
95,572.3490769933654,-15,2.315752376246905,469
80,574.6648293696123,-15,2.315752376246905,472
65,576.9805817458592,-15,2.315752376246905,474
50,579.2963341221061,-15,2.315752376246905,477
50,579.2963341221061,15,2.6059851533268605,479
65,581.902319275433,15,2.6059851533268605,482
80,584.5083044287599,15,2.6059851533268605,484
95,587.1142895820867,15,2.6059851533268605,485
110,589.7202747354136,15,2.6059851533268605,486
125,592.3262598887404,15,2.6059851533268605,486
140,594.9322450420673,15,2.6059851533268605,486
155,597.5382301953941,15,2.6059851533268605,486
170,600.144215348721,15,2.6059851533268605,486
185,602.7502005020478,15,2.6059851533268605,486
200,605.3561856553747,15,2.6059851533268605,486
215,607.9621708087016,15,2.6059851533268605,486
230,610.5681559620284,15,2.6059851533268605,486
245,613.1741411153553,15,2.6059851533268605,486
260,615.7801262686821,15,2.6059851533268605,486
275,618.386111422009,15,2.6059851533268605,486
290,620.9920965753358,15,2.6059851533268605,486
305,623.5980817286627,15,2.6059851533268605,486
320,626.2040668819895,15,2.6059851533268605,486
335,628.8100520353164,15,2.6059851533268605,486
350,631.4160371886433,15,2.6059851533268605,486
365,634.0220223419701,15,2.6059851533268605,486
365,634.0220223419701,15,-2.6059851533268605,486
380,631.4160371886433,15,-2.6059851533268605,486
395,628.8100520353164,15,-2.6059851533268605,486
410,626.2040668819895,15,-2.6059851533268605,486
425,623.5980817286627,15,-2.6059851533268605,486
440,620.9920965753358,15,-2.6059851533268605,486
455,618.386111422009,15,-2.6059851533268605,486
470,615.7801262686821,15,-2.6059851533268605,486
485,613.1741411153553,15,-2.6059851533268605,486
500,610.5681559620284,15,-2.6059851533268605,486
515,607.9621708087016,15,-2.6059851533268605,486
530,605.3561856553747,15,-2.6059851533268605,486
545,602.7502005020478,15,-2.6059851533268605,486
560,600.144215348721,15,-2.6059851533268605,486
575,597.5382301953941,15,-2.6059851533268605,486
590,594.9322450420673,15,-2.6059851533268605,486
605,592.3262598887404,15,-2.6059851533268605,486
620,589.7202747354136,15,-2.6059851533268605,486
635,587.1142895820867,15,-2.6059851533268605,486
650,584.5083044287599,15,-2.6059851533268605,486
665,581.902319275433,15,-2.6059851533268605,486
680,579.2963341221061,15,-2.6059851533268605,486
695,576.6903489687793,15,-2.6059851533268605,482
710,574.0843638154524,15,-2.6059851533268605,478
725,571.4783786621256,15,-2.6059851533268605,471
740,568.8723935087987,15,-2.6059851533268605,466
755,566.2664083554719,15,-2.6059851533268605,459
770,563.660423202145,15,-2.6059851533268605,452
785,561.0544380488182,15,-2.6059851533268605,435
800,558.4484528954913,15,-2.6059851533268605,424
815,555.8424677421644,15,-2.6059851533268605,411
830,553.2364825888376,15,-2.6059851533268605,401
845,550.6304974355107,15,-2.6059851533268605,394
860,548.0245122821839,15,-2.6059851533268605,382
875,545.418527128857,15,-2.6059851533268605,375
890,542.8125419755302,15,-2.6059851533268605,364
905,540.2065568222033,15,-2.6059851533268605,357
920,537.6005716688765,15,-2.6059851533268605,350
935,534.9945865155496,15,-2.6059851533268605,335
950,532.3886013622227,15,-2.6059851533268605,327
965,529.7826162088959,15,-2.6059851533268605,318
980,527.176631055569,15,-2.6059851533268605,306
995,524.5706459022422,15,-2.6059851533268605,300
1010,521.9646607489153,15,-2.6059851533268605,295
1025,519.3586755955885,15,-2.6059851533268605,288
1040,516.7526904422616,15,-2.6059851533268605,284
1055,514.1467052889348,15,-2.6059851533268605,277
1070,511.5407201356079,15,-2.6059851533268605,272
1085,508.93473498228104,15,-2.6059851533268605,268
1100,506.3287498289542,15,-2.6059851533268605,266
1115,503.72276467562733,15,-2.6059851533268605,263
1130,501.1167795223005,15,-2.6059851533268605,259
1145,498.5107943689736,15,-2.6059851533268605,253
1160,495.90480921564676,15,-2.6059851533268605,206
1175,493.2988240623199,15,-2.6059851533268605,206
1190,490.69283890899305,15,-2.6059851533268605,206
1205,488.0868537556662,15,-2.6059851533268605,206
1220,485.48086860233934,15,-2.6059851533268605,206
1235,482.8748834490125,15,-2.6059851533268605,206
1250,480.26889829568563,15,-2.6059851533268605,206
1265,477.6629131423588,15,-2.6059851533268605,206
1280,475.0569279890319,15,-2.6059851533268605,206
1295,472.45094283570506,15,-2.6059851533268605,206
1310,469.8449576823782,15,-2.6059851533268605,206
1325,467.23897252905135,15,-2.6059851533268605,206
1325,467.23897252905135,-15,-2.6059851533268605,206
1310,464.6329873757245,-15,-2.6059851533268605,206
1295,462.02700222239764,-15,-2.6059851533268605,206
1280,459.4210170690708,-15,-2.6059851533268605,206
1265,456.81503191574393,-15,-2.6059851533268605,206
1250,454.2090467624171,-15,-2.6059851533268605,206
1235,451.6030616090902,-15,-2.6059851533268605,206
1220,448.99707645576336,-15,-2.6059851533268605,206
1205,446.3910913024365,-15,-2.6059851533268605,206
1190,443.78510614910965,-15,-2.6059851533268605,206
1175,441.1791209957828,-15,-2.6059851533268605,206
1160,438.57313584245594,-15,-2.6059851533268605,206
1145,435.9671506891291,-15,-2.6059851533268605,206
1130,433.36116553580223,-15,-2.6059851533268605,206
1115,430.7551803824754,-15,-2.6059851533268605,206
1100,428.1491952291485,-15,-2.6059851533268605,206
1085,425.54321007582166,-15,-2.6059851533268605,206
1070,422.9372249224948,-15,-2.6059851533268605,206
1055,420.33123976916795,-15,-2.6059851533268605,206
1040,417.7252546158411,-15,-2.6059851533268605,206
1025,415.11926946251424,-15,-2.6059851533268605,206
1010,412.5132843091874,-15,-2.6059851533268605,206
995,409.9072991558605,-15,-2.6059851533268605,206
980,407.3013140025337,-15,-2.6059851533268605,206
965,404.6953288492068,-15,-2.6059851533268605,206
950,402.08934369587996,-15,-2.6059851533268605,206
935,399.4833585425531,-15,-2.6059851533268605,206
920,396.87737338922625,-15,-2.6059851533268605,206
905,394.2713882358994,-15,-2.6059851533268605,206
890,391.66540308257254,-15,-2.6059851533268605,206
875,389.0594179292457,-15,-2.6059851533268605,206
860,386.4534327759188,-15,-2.6059851533268605,206
845,383.847447622592,-15,-2.6059851533268605,206
830,381.2414624692651,-15,-2.6059851533268605,206
815,378.63547731593826,-15,-2.6059851533268605,206
800,376.0294921626114,-15,-2.6059851533268605,206
785,373.42350700928455,-15,-2.6059851533268605,206
770,370.8175218559577,-15,-2.6059851533268605,206
755,368.21153670263084,-15,-2.6059851533268605,206
740,365.605551549304,-15,-2.6059851533268605,206
725,362.9995663959771,-15,-2.6059851533268605,206
710,360.39358124265027,-15,-2.6059851533268605,206
695,357.7875960893234,-15,-2.6059851533268605,206
680,355.18161093599656,-15,-2.6059851533268605,206
665,352.5756257826697,-15,-2.6059851533268605,206
650,349.96964062934285,-15,-2.6059851533268605,206
635,347.363655476016,-15,-2.6059851533268605,206
620,344.75767032268914,-15,-2.6059851533268605,206
605,342.1516851693623,-15,-2.6059851533268605,206
590,339.5457000160354,-15,-2.6059851533268605,206
575,336.93971486270857,-15,-2.6059851533268605,206
560,334.3337297093817,-15,-2.6059851533268605,206
545,331.72774455605486,-15,-2.6059851533268605,206
530,329.121759402728,-15,-2.6059851533268605,206
515,326.51577424940115,-15,-2.6059851533268605,206
500,323.9097890960743,-15,-2.6059851533268605,206
485,321.30380394274744,-15,-2.6059851533268605,206
470,318.6978187894206,-15,-2.6059851533268605,206
455,316.0918336360937,-15,-2.6059851533268605,206
440,313.48584848276687,-15,-2.6059851533268605,206
425,310.87986332944,-15,-2.6059851533268605,206
410,308.27387817611316,-15,-2.6059851533268605,206
395,305.6678930227863,-15,-2.6059851533268605,206
380,303.06190786945945,-15,-2.6059851533268605,206
365,300.4559227161326,-15,-2.6059851533268605,206
350,297.84993756280574,-15,-2.6059851533268605,206
335,295.2439524094789,-15,-2.6059851533268605,206
320,292.637967256152,-15,-2.6059851533268605,206
305,290.03198210282517,-15,-2.6059851533268605,206
290,287.4259969494983,-15,-2.6059851533268605,206
275,284.82001179617146,-15,-2.6059851533268605,203
260,282.2140266428446,-15,-2.6059851533268605,202
245,279.60804148951775,-15,-2.6059851533268605,198
230,277.0020563361909,-15,-2.6059851533268605,196
215,274.39607118286403,-15,-2.6059851533268605,193
200,271.7900860295372,-15,-2.6059851533268605,190
185,269.1841008762103,-15,-2.6059851533268605,187
170,266.57811572288347,-15,-2.6059851533268605,182
155,263.9721305695566,-15,-2.6059851533268605,180
140,261.36614541622976,-15,-2.6059851533268605,177
125,258.7601602629029,-15,-2.6059851533268605,175
110,256.15417510957604,-15,-2.6059851533268605,173
95,253.5481899562492,-15,-2.6059851533268605,171
80,250.94220480292233,-15,-2.6059851533268605,170
65,248.33621964959548,-15,-2.6059851533268605,168
50,245.73023449626862,-15,-2.6059851533268605,167
50,245.73023449626862,15,0.47349478556418917,166
65,246.2037292818328,15,0.47349478556418917,164
80,246.677224067397,15,0.47349478556418917,162
95,247.15071885296118,15,0.47349478556418917,161
110,247.62421363852536,15,0.47349478556418917,160
125,248.09770842408955,15,0.47349478556418917,158
140,248.57120320965373,15,0.47349478556418917,158
155,249.04469799521792,15,0.47349478556418917,158
170,249.5181927807821,15,0.47349478556418917,158
185,249.9916875663463,15,0.47349478556418917,158
200,250.46518235191047,15,0.47349478556418917,158
215,250.93867713747466,15,0.47349478556418917,158
230,251.41217192303884,15,0.47349478556418917,158
245,251.88566670860303,15,0.47349478556418917,158
260,252.3591614941672,15,0.47349478556418917,158
275,252.8326562797314,15,0.47349478556418917,158
290,253.30615106529558,15,0.47349478556418917,158
305,253.77964585085977,15,0.47349478556418917,158
320,254.25314063642395,15,0.47349478556418917,158
335,254.72663542198814,15,0.47349478556418917,158
350,255.20013020755232,15,0.47349478556418917,158
365,255.6736249931165,15,0.47349478556418917,158
380,256.1471197786807,15,0.47349478556418917,158
395,256.6206145642449,15,0.47349478556418917,158
410,257.09410934980906,15,0.47349478556418917,158
425,257.56760413537324,15,0.47349478556418917,158
440,258.04109892093743,15,0.47349478556418917,158
455,258.5145937065016,15,0.47349478556418917,158
470,258.9880884920658,15,0.47349478556418917,158
485,259.46158327763,15,0.47349478556418917,158
500,259.93507806319417,15,0.47349478556418917,158
515,260.40857284875835,15,0.47349478556418917,158
530,260.88206763432254,15,0.47349478556418917,158
545,261.3555624198867,15,0.47349478556418917,158
560,261.8290572054509,15,0.47349478556418917,158
575,262.3025519910151,15,0.47349478556418917,158
590,262.7760467765793,15,0.47349478556418917,158
605,263.24954156214346,15,0.47349478556418917,158
620,263.72303634770765,15,0.47349478556418917,158
635,264.19653113327183,15,0.47349478556418917,158
650,264.670025918836,15,0.47349478556418917,158
665,265.1435207044002,15,0.47349478556418917,158
680,265.6170154899644,15,0.47349478556418917,158
695,266.0905102755286,15,0.47349478556418917,158
710,266.56400506109276,15,0.47349478556418917,158
725,267.03749984665694,15,0.47349478556418917,158
740,267.5109946322211,15,0.47349478556418917,158
755,267.9844894177853,15,0.47349478556418917,158
770,268.4579842033495,15,0.47349478556418917,158
785,268.9314789889137,15,0.47349478556418917,158
800,269.40497377447787,15,0.47349478556418917,158
815,269.87846856004205,15,0.47349478556418917,158
830,270.35196334560624,15,0.47349478556418917,158
845,270.8254581311704,15,0.47349478556418917,158
860,271.2989529167346,15,0.47349478556418917,158
875,271.7724477022988,15,0.47349478556418917,158
890,272.245942487863,15,0.47349478556418917,158
905,272.71943727342716,15,0.47349478556418917,158
920,273.19293205899135,15,0.47349478556418917,158
935,273.66642684455553,15,0.47349478556418917,158
950,274.1399216301197,15,0.47349478556418917,158
965,274.6134164156839,15,0.47349478556418917,158
980,275.0869112012481,15,0.47349478556418917,158
995,275.56040598681227,15,0.47349478556418917,158
1010,276.03390077237646,15,0.47349478556418917,158
1025,276.50739555794064,15,0.47349478556418917,158
1040,276.9808903435048,15,0.47349478556418917,158
1055,277.454385129069,15,0.47349478556418917,158
1070,277.9278799146332,15,0.47349478556418917,158
1085,278.4013747001974,15,0.47349478556418917,158
1100,278.87486948576156,15,0.47349478556418917,158
1115,279.34836427132575,15,0.47349478556418917,158
1130,279.82185905688993,15,0.47349478556418917,158
1145,280.2953538424541,15,0.47349478556418917,158
1160,280.7688486280183,15,0.47349478556418917,158
1175,281.2423434135825,15,0.47349478556418917,158
1190,281.7158381991467,15,0.47349478556418917,158
1205,282.18933298471086,15,0.47349478556418917,158
1220,282.66282777027504,15,0.47349478556418917,158
1235,283.13632255583923,15,0.47349478556418917,158
1250,283.6098173414034,15,0.47349478556418917,158
1265,284.0833121269676,15,0.47349478556418917,158
1280,284.5568069125318,15,0.47349478556418917,158
1295,285.03030169809597,15,0.47349478556418917,158
1310,285.50379648366015,15,0.47349478556418917,158
1325,285.97729126922434,15,0.47349478556418917,158
1325,285.97729126922434,-15,0.47349478556418917,158
1310,286.4507860547885,-15,0.47349478556418917,158
1295,286.9242808403527,-15,0.47349478556418917,158
1280,287.3977756259169,-15,0.47349478556418917,158
1265,287.8712704114811,-15,0.47349478556418917,158
1250,288.34476519704526,-15,0.47349478556418917,158
1235,288.81825998260945,-15,0.47349478556418917,158
1220,289.29175476817363,-15,0.47349478556418917,158
1205,289.7652495537378,-15,0.47349478556418917,158
1190,290.238744339302,-15,0.47349478556418917,158
1175,290.7122391248662,-15,0.47349478556418917,158
1160,291.1857339104304,-15,0.47349478556418917,158
1145,291.65922869599456,-15,0.47349478556418917,158
1130,292.13272348155874,-15,0.47349478556418917,158
1115,292.6062182671229,-15,0.47349478556418917,158
1100,293.0797130526871,-15,0.47349478556418917,158
1085,293.5532078382513,-15,0.47349478556418917,158
1070,294.0267026238155,-15,0.47349478556418917,158
1055,294.50019740937967,-15,0.47349478556418917,158
1040,294.97369219494385,-15,0.47349478556418917,158
1025,295.44718698050804,-15,0.47349478556418917,158
1010,295.9206817660722,-15,0.47349478556418917,158
995,296.3941765516364,-15,0.47349478556418917,158
980,296.8676713372006,-15,0.47349478556418917,158
965,297.3411661227648,-15,0.47349478556418917,158
950,297.81466090832896,-15,0.47349478556418917,158
935,298.28815569389315,-15,0.47349478556418917,158
920,298.76165047945733,-15,0.47349478556418917,158
905,299.2351452650215,-15,0.47349478556418917,158
890,299.7086400505857,-15,0.47349478556418917,158
875,300.1821348361499,-15,0.47349478556418917,158
860,300.65562962171407,-15,0.47349478556418917,158
845,301.12912440727825,-15,0.47349478556418917,158
830,301.60261919284244,-15,0.47349478556418917,158
815,302.0761139784066,-15,0.47349478556418917,158
800,302.5496087639708,-15,0.47349478556418917,158
785,303.023103549535,-15,0.47349478556418917,160
770,303.4965983350992,-15,0.47349478556418917,163
755,303.97009312066336,-15,0.47349478556418917,167
740,304.44358790622755,-15,0.47349478556418917,181
725,304.91708269179173,-15,0.47349478556418917,194
710,305.3905774773559,-15,0.47349478556418917,203
695,305.8640722629201,-15,0.47349478556418917,209
680,306.3375670484843,-15,0.47349478556418917,213
665,306.8110618340485,-15,0.47349478556418917,215
650,307.28455661961266,-15,0.47349478556418917,220
635,307.75805140517684,-15,0.47349478556418917,225
620,308.231546190741,-15,0.47349478556418917,232
605,308.7050409763052,-15,0.47349478556418917,235
590,309.1785357618694,-15,0.47349478556418917,238
575,309.6520305474336,-15,0.47349478556418917,241
560,310.12552533299777,-15,0.47349478556418917,243
545,310.59902011856195,-15,0.47349478556418917,247
530,311.07251490412614,-15,0.47349478556418917,249
515,311.5460096896903,-15,0.47349478556418917,252
500,312.0195044752545,-15,0.47349478556418917,253
485,312.4929992608187,-15,0.47349478556418917,254
470,312.9664940463829,-15,0.47349478556418917,256
455,313.43998883194706,-15,0.47349478556418917,256
440,313.91348361751125,-15,0.47349478556418917,257
425,314.38697840307543,-15,0.47349478556418917,257
410,314.8604731886396,-15,0.47349478556418917,257
395,315.3339679742038,-15,0.47349478556418917,257
380,315.807462759768,-15,0.47349478556418917,257
365,316.28095754533217,-15,0.47349478556418917,257
350,316.75445233089636,-15,0.47349478556418917,257
335,317.22794711646054,-15,0.47349478556418917,257
320,317.7014419020247,-15,0.47349478556418917,257
305,318.1749366875889,-15,0.47349478556418917,257
290,318.6484314731531,-15,0.47349478556418917,257
275,319.1219262587173,-15,0.47349478556418917,257
260,319.59542104428147,-15,0.47349478556418917,257
245,320.06891582984565,-15,0.47349478556418917,257
230,320.54241061540984,-15,0.47349478556418917,257
215,321.015905400974,-15,0.47349478556418917,257
200,321.4894001865382,-15,0.47349478556418917,257
185,321.9628949721024,-15,0.47349478556418917,257
170,322.4363897576666,-15,0.47349478556418917,257
155,322.90988454323076,-15,0.47349478556418917,257
140,323.38337932879494,-15,0.47349478556418917,257
125,323.85687411435913,-15,0.47349478556418917,257
110,324.3303688999233,-15,0.47349478556418917,257
95,324.8038636854875,-15,0.47349478556418917,257
80,325.2773584710517,-15,0.47349478556418917,257
65,325.75085325661587,-15,0.47349478556418917,257
50,326.22434804218005,-15,0.47349478556418917,257
50,326.22434804218005,15,-0.5784240335920389,257
65,325.645924008588,15,-0.5784240335920389,258
80,325.06749997499594,15,-0.5784240335920389,259
95,324.4890759414039,15,-0.5784240335920389,262
110,323.9106519078118,15,-0.5784240335920389,265
125,323.33222787421977,15,-0.5784240335920389,269
140,322.7538038406277,15,-0.5784240335920389,273
155,322.17537980703565,15,-0.5784240335920389,275
170,321.5969557734436,15,-0.5784240335920389,277
185,321.01853173985154,15,-0.5784240335920389,279
200,320.4401077062595,15,-0.5784240335920389,280
215,319.8616836726674,15,-0.5784240335920389,282
230,319.28325963907537,15,-0.5784240335920389,282
245,318.7048356054833,15,-0.5784240335920389,282
260,318.12641157189125,15,-0.5784240335920389,282
275,317.5479875382992,15,-0.5784240335920389,281
290,316.96956350470714,15,-0.5784240335920389,281
305,316.3911394711151,15,-0.5784240335920389,281
320,315.812715437523,15,-0.5784240335920389,281
335,315.23429140393097,15,-0.5784240335920389,281
350,314.6558673703389,15,-0.5784240335920389,281
365,314.07744333674685,15,-0.5784240335920389,281
380,313.4990193031548,15,-0.5784240335920389,281
395,312.92059526956274,15,-0.5784240335920389,281
410,312.3421712359707,15,-0.5784240335920389,281
425,311.7637472023786,15,-0.5784240335920389,281
440,311.18532316878657,15,-0.5784240335920389,281
455,310.6068991351945,15,-0.5784240335920389,281
470,310.02847510160245,15,-0.5784240335920389,281
485,309.4500510680104,15,-0.5784240335920389,281
500,308.87162703441834,15,-0.5784240335920389,281
515,308.2932030008263,15,-0.5784240335920389,281
530,307.7147789672342,15,-0.5784240335920389,281
545,307.13635493364217,15,-0.5784240335920389,281
560,306.5579309000501,15,-0.5784240335920389,281
575,305.97950686645805,15,-0.5784240335920389,281
590,305.401082832866,15,-0.5784240335920389,281
605,304.82265879927394,15,-0.5784240335920389,281
620,304.2442347656819,15,-0.5784240335920389,281
635,303.6658107320898,15,-0.5784240335920389,281
650,303.08738669849777,15,-0.5784240335920389,281
665,302.5089626649057,15,-0.5784240335920389,281
680,301.93053863131365,15,-0.5784240335920389,281
695,301.3521145977216,15,-0.5784240335920389,281
710,300.77369056412954,15,-0.5784240335920389,281
725,300.1952665305375,15,-0.5784240335920389,281
740,299.6168424969454,15,-0.5784240335920389,281
755,299.03841846335337,15,-0.5784240335920389,281
770,298.4599944297613,15,-0.5784240335920389,281
785,297.88157039616925,15,-0.5784240335920389,281
800,297.3031463625772,15,-0.5784240335920389,281
815,296.72472232898514,15,-0.5784240335920389,281
830,296.1462982953931,15,-0.5784240335920389,281
845,295.567874261801,15,-0.5784240335920389,281
860,294.98945022820897,15,-0.5784240335920389,281
875,294.4110261946169,15,-0.5784240335920389,281
890,293.83260216102485,15,-0.5784240335920389,281
905,293.2541781274328,15,-0.5784240335920389,281
920,292.67575409384074,15,-0.5784240335920389,281
935,292.0973300602487,15,-0.5784240335920389,281
950,291.5189060266566,15,-0.5784240335920389,281
965,290.94048199306457,15,-0.5784240335920389,281
980,290.3620579594725,15,-0.5784240335920389,281
995,289.78363392588045,15,-0.5784240335920389,281
1010,289.2052098922884,15,-0.5784240335920389,281
1025,288.62678585869634,15,-0.5784240335920389,281
1040,288.0483618251043,15,-0.5784240335920389,281
1055,287.4699377915122,15,-0.5784240335920389,281
1070,286.89151375792017,15,-0.5784240335920389,281
1085,286.3130897243281,15,-0.5784240335920389,281
1100,285.73466569073605,15,-0.5784240335920389,281
1115,285.156241657144,15,-0.5784240335920389,281
1130,284.57781762355194,15,-0.5784240335920389,281
1145,283.9993935899599,15,-0.5784240335920389,281
1160,283.4209695563678,15,-0.5784240335920389,281
1175,282.84254552277577,15,-0.5784240335920389,281
1190,282.2641214891837,15,-0.5784240335920389,281
1205,281.68569745559165,15,-0.5784240335920389,281
1220,281.1072734219996,15,-0.5784240335920389,281
1235,280.52884938840754,15,-0.5784240335920389,281
1250,279.9504253548155,15,-0.5784240335920389,281
1265,279.3720013212234,15,-0.5784240335920389,281
1280,278.79357728763136,15,-0.5784240335920389,281
1295,278.2151532540393,15,-0.5784240335920389,281
1310,277.63672922044725,15,-0.5784240335920389,281
1325,277.0583051868552,15,-0.5784240335920389,281
1325,277.0583051868552,-15,-0.5784240335920389,281
1310,276.47988115326314,-15,-0.5784240335920389,281
1295,275.9014571196711,-15,-0.5784240335920389,281
1280,275.323033086079,-15,-0.5784240335920389,281
1265,274.74460905248696,-15,-0.5784240335920389,281
1250,274.1661850188949,-15,-0.5784240335920389,281
1235,273.58776098530285,-15,-0.5784240335920389,281
1220,273.0093369517108,-15,-0.5784240335920389,281
1205,272.43091291811874,-15,-0.5784240335920389,281
1190,271.8524888845267,-15,-0.5784240335920389,281
1175,271.2740648509346,-15,-0.5784240335920389,281
1160,270.69564081734256,-15,-0.5784240335920389,281
1145,270.1172167837505,-15,-0.5784240335920389,281
1130,269.53879275015845,-15,-0.5784240335920389,281
1115,268.9603687165664,-15,-0.5784240335920389,281
1100,268.38194468297434,-15,-0.5784240335920389,281
1085,267.8035206493823,-15,-0.5784240335920389,281
1070,267.2250966157902,-15,-0.5784240335920389,281
1055,266.64667258219816,-15,-0.5784240335920389,281
1040,266.0682485486061,-15,-0.5784240335920389,281
